,workingday,weather,temperature,humidity,windspeed,season_Fall,season_Spring,season_Summer,season_Winter,count
7949,1,1,0.4294206549118388,0.49,0.194,True,False,False,False,111
3292,0,1,0.52,0.94,0.1045,False,True,False,False,68
11953,1,1,0.44,0.77,0.1343,False,True,False,False,182
14205,1,1,0.6,0.83,0.1642,False,False,True,False,5
9507,1,1,0.22,0.75,0.0896,False,False,False,True,6
2335,1,2,0.54,0.68,0.20259243119266054,False,True,False,False,16
9888,1,1,0.32,0.7,0.1343,False,False,False,True,7
12390,1,2,0.56,0.56,0.194,False,True,False,False,227
11805,0,1,0.46,0.59,0.1343,False,True,False,False,56
4178,1,2,0.6999518072289157,0.78,0.1343,False,False,True,False,30
6483,0,3,0.36,0.87,0.1642,True,False,False,False,167
3924,1,1,0.7,0.58,0.194,False,True,False,False,170
11323,0,2,0.46,0.82,0.194,False,True,False,False,117
23,0,2,0.46,0.88,0.2985,False,False,False,True,39
1463,0,3,0.42,1.0,0.4478,False,False,False,True,5
10061,1,2,0.26,0.81,0.1343,False,False,False,True,253
8267,1,1,0.46,0.82,0.1343,True,False,False,False,5
3207,1,2,0.56,0.83,0.3284,False,True,False,False,122
7847,1,1,0.58,0.6,0.1642,True,False,False,False,150
2311,1,1,0.46,0.94,0.194,False,True,False,False,13
3276,0,1,0.62,0.61,0.1045,False,True,False,False,323
1818,1,2,0.44,0.77,0.2537,False,True,False,False,81
16678,0,3,0.4,0.76,0.194,True,False,False,False,303
1865,1,2,0.34,0.87,0.2239,False,True,False,False,87
133,1,1,0.22,0.55,0.0896,False,False,False,True,112
9918,1,1,0.36,0.81,0.2239,False,False,False,True,326
2818,1,2,0.48,0.77,0.2239,False,True,False,False,371
2297,0,1,0.5,0.72,0.194,False,True,False,False,281
607,1,3,0.18,0.93,0.1045,False,False,False,True,31
8994,0,1,0.22,0.27,0.194,False,False,False,True,206
12636,1,1,0.74,0.37,0.2836,False,True,False,False,823
14329,0,2,0.64,0.78,0.1642,False,False,True,False,30
2524,1,1,0.42,0.94,0.1642,False,True,False,False,2
8734,1,2,0.2,0.37,0.22123350253807106,False,False,False,True,289
16243,1,1,0.36,0.43,0.2537,True,False,False,False,214
15510,0,1,0.42,0.35,0.1343,True,False,False,False,527
10290,1,1,0.38,0.32,0.3582,False,False,False,True,159
10427,1,2,0.72,0.3,0.1045,False,False,False,True,258
13324,0,1,0.66,0.74,0.16999230769230772,False,False,True,False,282
5677,1,1,0.56,0.73,0.1343,False,False,True,False,27
9075,1,1,0.14,0.5,0.1642,False,False,False,True,5
14023,0,1,0.74,0.42,0.16999230769230772,False,False,True,False,505
14792,1,1,0.7,0.42,0.0,False,False,True,False,283
13652,0,1,0.72,0.7,0.0896,False,False,True,False,80
11425,1,2,0.48,0.63,0.2537,False,True,False,False,127
7266,1,2,0.42,0.71,0.4627,True,False,False,False,254
1999,1,1,0.2,0.44,0.1642,False,True,False,False,2
14338,0,2,0.64,0.73,0.3284,False,False,True,False,233
9811,0,1,0.46,0.38,0.2985,False,False,False,True,246
9368,1,1,0.28,0.52,0.1642,False,False,False,True,104
7175,1,2,0.44,0.47,0.2239,True,False,False,False,141
3358,1,1,0.66,0.74,0.0896,False,True,False,False,280
9998,0,1,0.36,0.29,0.0,False,False,False,True,353
279,1,1,0.14,0.5,0.3582,False,False,False,True,2
3036,1,1,0.54,0.68,0.0896,False,True,False,False,154
11031,1,1,0.52,0.34,0.3582,False,True,False,False,421
12404,1,1,0.52,0.68,0.0,False,True,False,False,27
9680,1,1,0.1,0.54,0.194,False,False,False,True,195
7850,1,1,0.56,0.64,0.2239,True,False,False,False,416
15278,1,1,0.7,0.65,0.0,True,False,False,False,593
14432,1,1,0.6999518072289157,0.42,0.0,False,False,True,False,300
10861,1,1,0.5,0.29,0.2836,False,True,False,False,729
8071,1,1,0.24,0.93,0.3881,True,False,False,False,16
11329,0,2,0.44,0.72,0.3284,False,True,False,False,12
2091,0,2,0.3,0.61,0.0,False,True,False,False,32
2937,0,1,0.48,0.59,0.0,False,True,False,False,40
143,1,2,0.2,0.69,0.0,False,False,False,True,34
13015,0,1,0.9,0.37,0.2239,False,False,True,False,433
8136,0,1,0.32,0.31,0.3881,True,False,False,False,241
15082,1,1,0.66,0.36,0.3284,True,False,False,False,303
8716,1,1,0.08,0.42,0.3284,False,False,False,True,9
14208,1,2,0.6,0.83,0.0,False,False,True,False,37
9264,1,1,0.38,0.82,0.1045,False,False,False,True,142
13950,1,1,0.84,0.44,0.0,False,False,True,False,260
16095,1,1,0.32,0.31,0.3582,True,False,False,False,275
11223,1,1,0.6,0.23,0.2836,False,True,False,False,402
14282,1,2,0.62,0.83,0.0896,False,False,True,False,481
17107,1,2,0.36,0.53,0.194,True,False,False,False,214
3004,1,1,0.44,0.58,0.1343,False,True,False,False,5
9409,1,1,0.46,0.63,0.0896,False,False,False,True,97
4098,1,1,0.8,0.33,0.4179,False,False,True,False,327
12915,1,1,0.6999518072289157,0.43,0.3284,False,False,True,False,687
2330,1,2,0.62,0.5,0.1045,False,True,False,False,24
5491,0,1,0.72,0.79,0.1343,False,False,True,False,270
16964,1,1,0.4,0.47,0.1642,True,False,False,False,309
2349,1,2,0.42,0.82,0.2836,False,True,False,False,130
1563,1,3,0.44,0.0,0.2985,False,False,False,True,12
12541,1,2,0.8,0.43,0.2985,False,True,False,False,831
2842,1,2,0.56,0.6218409090909092,0.2836,False,True,False,False,459
1942,0,1,0.32,0.24,0.2239,False,True,False,False,203
6199,1,1,0.56,0.94,0.0,False,False,True,False,206
14247,1,1,0.64,0.73,0.0,False,False,True,False,358
628,0,2,0.18,0.64,0.1343,False,False,False,True,64
894,1,2,0.18,0.47,0.2985,False,False,False,True,170
6817,0,1,0.62,0.35,0.3881,True,False,False,False,412
16751,1,1,0.42,0.35,0.4478,True,False,False,False,609
14065,1,3,0.64,0.6385647058823529,0.194,False,False,True,False,64
538,1,2,0.14,0.46,0.2239,False,False,False,True,45
12784,1,1,0.82,0.52,0.194,False,False,True,False,311
10840,0,1,0.52,0.55,0.2239,False,True,False,False,346
4662,1,1,0.64,0.78,0.1642,False,False,True,False,4
12622,1,1,0.56,0.83,0.1642,False,True,False,False,5
6613,0,1,0.44,0.88,0.0,True,False,False,False,20
15552,1,2,0.4294206549118388,0.73,0.2836,True,False,False,False,40
11038,1,1,0.36,0.71,0.1343,False,True,False,False,2
5538,1,1,0.6999518072289157,0.32,0.1343,False,False,True,False,444
11733,1,3,0.56,0.88,0.4478,False,True,False,False,1
15273,1,2,0.72,0.6582070707070706,0.1642,True,False,False,False,251
5049,1,2,0.74,0.51,0.2239,False,False,True,False,271
16890,1,2,0.38,0.5,0.2239,True,False,False,False,254
2496,1,1,0.52,0.55,0.2836,False,True,False,False,90
11105,1,1,0.42,0.35,0.194,False,True,False,False,158
11774,1,1,0.54,0.37,0.20259243119266054,False,True,False,False,553
9529,1,1,0.3,0.7,0.194,False,False,False,True,23
5567,1,1,0.7,0.61,0.3582,False,False,True,False,236
1674,1,2,0.3,0.7,0.0,False,False,False,True,157
11727,1,2,0.64,0.69,0.2836,False,True,False,False,302
10314,0,1,0.32,0.33,0.1343,False,False,False,True,121
11295,1,1,0.533015873015873,0.56,0.1642,False,True,False,False,341
15070,1,1,0.42,0.71,0.0896,True,False,False,False,5
10693,1,1,0.48,0.25,0.6418,False,True,False,False,305
15718,1,1,0.4,0.62,0.0,True,False,False,False,6
8700,1,1,0.16,0.55,0.2836,False,False,False,True,354
2382,1,1,0.533015873015873,0.76,0.0,False,True,False,False,9
5475,0,1,0.68,0.79,0.16999230769230772,False,False,True,False,86
1185,1,1,0.16,0.5804627249357327,0.0,False,False,False,True,44
6008,1,1,0.62,0.83,0.1642,False,False,True,False,150
3129,0,2,0.52,1.0,0.1343,False,True,False,False,42
10024,1,1,0.54,0.24,0.22123350253807106,False,False,False,True,529
281,1,1,0.14,0.5,0.2537,False,False,False,True,4
9663,0,1,0.16,0.4,0.5224,False,False,False,True,111
10481,0,1,0.56,0.64,0.194,False,False,False,True,271
5370,1,1,0.8,0.41,0.2239,False,False,True,False,303
8873,1,1,0.42,0.38,0.2985,False,False,False,True,106
14037,1,1,0.64,0.69,0.1045,False,False,True,False,9
15309,1,1,0.54,0.73,0.0896,True,False,False,False,11
2494,1,1,0.6,0.33,0.2985,False,True,False,False,165
6131,0,1,0.46,0.77,0.2239,False,False,True,False,79
14260,1,1,0.68,0.65,0.0,False,False,True,False,376
16974,0,2,0.26,0.81,0.0896,True,False,False,False,95
2777,0,1,0.56,0.37,0.1343,False,True,False,False,499
10860,1,1,0.533015873015873,0.34,0.3284,False,True,False,False,395
313,1,1,0.22,0.37,0.3881,False,False,False,True,77
5886,1,3,0.6999518072289157,0.89,0.0,False,False,True,False,237
6918,1,1,0.4294206549118388,0.51,0.2985,True,False,False,False,165
7290,0,1,0.3,0.56,0.2985,True,False,False,False,141
6164,1,2,0.56,0.64,0.1343,False,False,True,False,105
12725,1,1,0.64,0.73,0.0896,False,True,False,False,180
1600,0,1,0.28793893129771,0.65,0.2537,False,False,False,True,1
16082,1,2,0.3,0.56,0.2985,True,False,False,False,319
10625,1,1,0.66,0.47,0.1343,False,True,False,False,445
5846,1,3,0.54,0.94,0.16999230769230772,False,False,True,False,2
12943,1,1,0.84,0.26,0.2836,False,False,True,False,276
14994,1,1,0.6,0.73,0.3284,False,False,True,False,186
13944,1,2,0.66,0.94,0.0,False,False,True,False,41
8929,1,1,0.38,0.76,0.2985,False,False,False,True,133
7860,1,2,0.52,0.83,0.3284,True,False,False,False,6
849,1,2,0.32,0.7,0.1045,False,False,False,True,88
8386,1,2,0.36,0.71,0.0,False,False,False,True,4
16069,1,2,0.26,0.56,0.2836,True,False,False,False,118
12619,1,1,0.6,0.73,0.1642,False,True,False,False,94
8966,0,1,0.28793893129771,0.4,0.194,False,False,False,True,178
12642,1,1,0.62,0.53,0.2537,False,True,False,False,222
15891,1,2,0.3,0.81,0.194,True,False,False,False,81
8057,1,3,0.44,1.0,0.2537,True,False,False,False,64
793,0,3,0.22,1.0,0.1642,False,False,False,True,52
14747,1,1,0.7,0.28,0.1343,False,False,True,False,536
4446,0,1,0.64,0.83,0.2239,False,False,True,False,6
14605,1,1,0.76,0.6385647058823529,0.194,False,False,True,False,839
6693,1,2,0.4294206549118388,0.73,0.1642,True,False,False,False,123
15204,0,1,0.62,0.35,0.2836,True,False,False,False,575
16106,1,1,0.38,0.29,0.4627,True,False,False,False,245
17080,1,1,0.4,0.54,0.2239,True,False,False,False,200
7644,0,2,0.4,0.66,0.2836,True,False,False,False,37
12158,0,2,0.74,0.66,0.2239,False,True,False,False,373
16620,1,1,0.22,0.8,0.0,True,False,False,False,352
2217,1,1,0.32,0.81,0.2537,False,True,False,False,64
2176,1,2,0.36,0.63,0.4179,False,True,False,False,56
8858,1,2,0.2,0.92,0.1045,False,False,False,True,62
2154,1,1,0.76,0.23,0.5522,False,True,False,False,143
12479,0,1,0.62,0.57,0.0,False,True,False,False,8
9113,1,2,0.22,0.35,0.194,False,False,False,True,156
15118,1,1,0.6,0.78,0.0,True,False,False,False,7
8907,1,3,0.28793893129771,0.93,0.194,False,False,False,True,3
3578,1,1,0.62,0.38,0.2836,False,True,False,False,68
5048,1,3,0.72,0.66,0.4925,False,False,True,False,110
4751,1,1,0.82,0.75,0.2239,False,False,True,False,225
795,0,3,0.22,1.0,0.0,False,False,False,True,55
13303,1,2,0.76,0.4,0.1045,False,False,True,False,379
16533,1,1,0.42,0.35,0.0896,True,False,False,False,230
1590,1,1,0.32,0.49,0.3284,False,False,False,True,153
3857,1,1,0.64,0.47,0.1642,False,True,False,False,178
5787,0,2,0.72,0.66,0.1642,False,False,True,False,380
13581,1,1,0.68,0.61,0.2239,False,False,True,False,12
2079,1,1,0.533015873015873,0.53,0.3582,False,True,False,False,95
13561,1,1,0.6999518072289157,0.83,0.1343,False,False,True,False,190
3281,0,1,0.72,0.45,0.2537,False,True,False,False,506
15131,1,2,0.72,0.58,0.3284,True,False,False,False,472
7624,0,1,0.24,0.6,0.2537,True,False,False,False,41
6387,1,1,0.7,0.7,0.2239,True,False,False,False,591
10773,1,1,0.4,0.6218409090909092,0.2985,False,True,False,False,59
16654,0,2,0.4294206549118388,0.76,0.1045,True,False,False,False,320
7447,0,1,0.32,0.39,0.194,True,False,False,False,91
13594,1,1,0.78,0.31,0.0896,False,False,True,False,317
4262,1,1,0.8,0.26,0.0,False,False,True,False,263
15595,1,1,0.38,0.76,0.0,True,False,False,False,49
4089,1,2,0.66,0.83,0.2239,False,False,True,False,268
696,1,2,0.16,0.93,0.0,False,False,False,True,116
9933,1,1,0.44,0.54,0.2537,False,False,False,True,137
2361,1,3,0.36,1.0,0.2239,False,True,False,False,70
6744,1,1,0.66,0.78,0.194,True,False,False,False,133
9030,1,3,0.32,0.66,0.3284,False,False,False,True,2
9236,1,1,0.32,0.66,0.1343,False,False,False,True,439
1286,0,1,0.28793893129771,0.46,0.194,False,False,False,True,137
5974,0,1,0.7,0.65,0.0,False,False,True,False,402
4596,1,2,0.66,0.61,0.16999230769230772,False,False,True,False,166
16859,1,2,0.38,0.6582070707070706,0.1642,True,False,False,False,123
4943,1,1,0.82,0.46,0.1642,False,False,True,False,163
3027,1,2,0.5,0.59,0.1045,False,True,False,False,20
14132,1,1,0.66,0.65,0.1045,False,False,True,False,54
1167,0,2,0.32,0.5804627249357327,0.2537,False,False,False,True,81
99,1,1,0.2,0.4,0.2985,False,False,False,True,195
10318,0,1,0.26,0.44,0.0896,False,False,False,True,69
9396,1,1,0.4,0.62,0.1343,False,False,False,True,133
4268,1,1,0.8,0.24,0.2537,False,False,True,False,422
3428,1,2,0.72,0.62,0.2985,False,True,False,False,399
359,0,1,0.24,0.44,0.2537,False,False,False,True,93
15977,0,1,0.36,0.46,0.3881,True,False,False,False,328
5017,1,1,0.68,0.74,0.194,False,False,True,False,96
10351,1,1,0.4,0.5,0.2239,False,False,False,True,137
16446,1,1,0.28,0.65,0.0,True,False,False,False,32
5161,0,1,0.7,0.79,0.1045,False,False,True,False,55
14968,1,1,0.56,0.64,0.194,False,False,True,False,274
4721,1,1,0.86,0.5,0.1642,False,False,True,False,138
6147,0,2,0.56,0.64,0.194,False,False,True,False,325
14558,0,1,0.72,0.74,0.194,False,False,True,False,374
3471,0,1,0.72,0.7,0.2836,False,True,False,False,418
10848,1,1,0.4,0.76,0.4925,False,True,False,False,4
15205,0,1,0.52,0.59,0.4478,True,False,False,False,401
15825,1,2,0.6,0.6582070707070706,0.1343,True,False,False,False,351
4440,1,2,0.66,0.78,0.194,False,False,True,False,169
13370,1,1,0.72,0.7,0.0896,False,False,True,False,483
12719,1,2,0.6,0.78,0.1343,False,True,False,False,10
11421,1,2,0.48,0.55,0.1045,False,True,False,False,13
2159,1,2,0.7,0.24,0.5522,False,True,False,False,173
8730,1,2,0.14,0.46,0.2537,False,False,False,True,75
4483,0,1,0.84,0.36,0.2239,False,False,True,False,363
5470,0,1,0.74,0.6385647058823529,0.2239,False,False,True,False,248
8861,1,2,0.22,0.93,0.1045,False,False,False,True,5
2375,1,1,0.42,0.67,0.1642,False,True,False,False,117
16190,0,1,0.42,0.82,0.1642,True,False,False,False,540
17291,1,2,0.24,0.6,0.1343,False,False,False,True,239
3547,1,1,0.86,0.47,0.20259243119266054,False,True,False,False,486
222,1,2,0.2,0.4,0.2836,False,False,False,True,54
9651,0,2,0.1,0.58,0.5821,False,False,False,True,27
4017,1,2,0.6,0.94,0.0,False,False,True,False,309
9188,1,2,0.24,0.5804627249357327,0.1343,False,False,False,True,282
15551,1,2,0.56,0.68,0.2239,True,False,False,False,10
1139,0,1,0.2,0.47,0.2985,False,False,False,True,2
5944,0,1,0.58,0.94,0.16999230769230772,False,False,True,False,8
7212,1,1,0.3,0.75,0.0,True,False,False,False,2
14906,1,2,0.64,0.89,0.4478,False,False,True,False,356
2206,1,1,0.5,0.31,0.2985,False,True,False,False,232
13025,0,1,0.82,0.43,0.1343,False,False,True,False,151
16437,0,1,0.4294206549118388,0.29,0.0,True,False,False,False,228
13292,1,2,0.68,0.54,0.1045,False,False,True,False,59
15774,1,1,0.58,0.64,0.0,True,False,False,False,236
5452,0,1,0.62,0.78,0.0,False,False,True,False,69
13069,1,2,0.86,0.3,0.0,False,False,True,False,627
15475,1,1,0.4,0.66,0.1045,True,False,False,False,68
4817,0,1,0.9,0.42,0.2537,False,False,True,False,238
13984,1,1,0.74,0.66,0.2537,False,False,True,False,286
16701,1,1,0.6,0.53,0.1343,True,False,False,False,442
15076,1,1,0.54,0.56,0.2537,True,False,False,False,409
12962,1,1,0.7,0.61,0.1045,False,False,True,False,380
1086,1,1,0.44,0.72,0.2836,False,False,False,True,32
11208,1,1,0.6,0.53,0.2537,False,True,False,False,30
9455,1,1,0.34,0.49,0.1045,False,False,False,True,134
3740,1,1,0.88,0.39,0.2836,False,True,False,False,466
11378,1,1,0.32,0.66,0.2836,False,True,False,False,390
14553,0,1,0.74,0.7,0.2985,False,False,True,False,512
13353,0,1,0.9,0.37,0.2537,False,False,True,False,476
4764,1,1,0.9,0.53,0.0896,False,False,True,False,115
12432,1,1,0.48,0.82,0.0896,False,True,False,False,34
6259,1,3,0.62,1.0,0.1343,True,False,False,False,111
3501,0,2,0.52,0.6218409090909092,0.1045,False,True,False,False,225
15960,1,1,0.38,0.4,0.3284,True,False,False,False,638
7897,1,2,0.34,0.49,0.3284,True,False,False,False,380
2770,0,1,0.4,0.54,0.2985,False,True,False,False,91
7714,1,2,0.48,0.94,0.2985,True,False,False,False,8
2117,0,1,0.26,0.7,0.1343,False,True,False,False,24
6317,0,1,0.64,0.83,0.1343,True,False,False,False,329
8615,1,1,0.36,0.62,0.1343,False,False,False,True,182
14131,1,1,0.68,0.57,0.1642,False,False,True,False,88
3498,0,1,0.88,0.37,0.2836,False,True,False,False,309
6491,1,1,0.36,0.81,0.0896,True,False,False,False,6
15486,1,1,0.54,0.37,0.3582,True,False,False,False,313
2446,0,3,0.44,0.94,0.2239,False,True,False,False,53
13704,1,1,0.66,0.83,0.1045,False,False,True,False,47
2605,0,2,0.46,0.88,0.2239,False,True,False,False,232
10834,0,2,0.44,0.62,0.194,False,True,False,False,464
6770,1,1,0.4294206549118388,0.43,0.2239,True,False,False,False,344
16304,0,1,0.26,0.65,0.194,True,False,False,False,49
13343,0,2,0.68,0.89,0.1045,False,False,True,False,19
13826,0,1,0.72,0.77,0.1642,False,False,True,False,67
3239,1,1,0.54,0.77,0.2836,False,True,False,False,209
15916,1,2,0.4294206549118388,0.5,0.194,True,False,False,False,192
3679,1,1,0.58,0.88,0.1642,False,True,False,False,32
1373,1,1,0.4,0.43,0.22123350253807106,False,False,False,True,82
17271,1,1,0.3,0.49,0.4627,False,False,False,True,109
3590,1,1,0.66,0.27,0.2836,False,True,False,False,259
9666,0,1,0.18,0.37,0.4179,False,False,False,True,87
10096,1,1,0.54,0.34,0.3582,False,False,False,True,525
17201,1,3,0.24,0.81,0.1045,False,False,False,True,70
4865,1,1,0.88,0.28,0.3284,False,False,True,False,163
12369,1,1,0.62,0.41,0.4925,False,True,False,False,270
4188,1,1,0.8,0.49,0.1642,False,False,True,False,157
12469,1,1,0.76,0.27,0.2239,False,True,False,False,723
14194,0,2,0.64,0.65,0.0,False,False,True,False,276
13101,1,1,0.6999518072289157,0.51,0.0,False,False,True,False,18
5506,1,1,0.66,0.61,0.3284,False,False,True,False,351
2802,0,2,0.5,0.72,0.194,False,True,False,False,214
3814,0,1,0.66,0.83,0.1642,False,True,False,False,206
12437,1,1,0.533015873015873,0.64,0.0896,False,True,False,False,210
12161,0,1,0.7,0.74,0.2537,False,True,False,False,204
9198,1,2,0.3,1.0,0.0896,False,False,False,True,2
1142,0,1,0.22,0.47,0.2836,False,False,False,True,55
14933,1,1,0.56,0.52,0.194,False,False,True,False,192
7867,1,3,0.5,0.88,0.2985,True,False,False,False,11
1201,1,1,0.12,0.5,0.1343,False,False,False,True,1
1509,1,1,0.2,0.59,0.0,False,False,False,True,45
13632,1,1,0.7,0.84,0.0,False,False,True,False,37
3635,0,2,0.6,0.78,0.194,False,True,False,False,164
17154,0,1,0.32,0.5804627249357327,0.4478,False,False,False,True,158
13113,1,1,0.92,0.33,0.3284,False,False,True,False,241
9152,0,2,0.16,0.74,0.2239,False,False,False,True,4
11514,0,1,0.48,0.59,0.0,False,True,False,False,82
2620,0,1,0.5,0.88,0.194,False,True,False,False,72
16727,1,1,0.5,0.63,0.2239,True,False,False,False,731
4456,0,1,0.84,0.36,0.1343,False,False,True,False,373
14960,1,1,0.64,0.44,0.1343,False,False,True,False,336
14947,1,1,0.5,0.63,0.0,False,False,True,False,58
8816,0,1,0.32,0.49,0.2537,False,False,False,True,6
749,1,1,0.22,0.37,0.3284,False,False,False,True,60
14006,0,2,0.66,0.89,0.1045,False,False,True,False,275
4606,1,1,0.7,0.51,0.2239,False,False,True,False,343
7101,1,2,0.38,0.4,0.1642,True,False,False,False,213
8783,1,1,0.46,0.33,0.2836,False,False,False,True,272
4426,1,2,0.72,0.74,0.2537,False,False,True,False,457
11785,1,1,0.42,0.5,0.2537,False,True,False,False,135
1767,0,1,0.42,0.47,0.4925,False,False,False,True,48
6899,1,1,0.56,0.88,0.4478,True,False,False,False,4
13274,1,1,0.64,0.73,0.1343,False,False,True,False,512
10729,1,1,0.36,0.43,0.2985,False,True,False,False,1
16516,0,1,0.24,0.6,0.0,True,False,False,False,62
15021,0,1,0.52,0.48,0.2537,True,False,False,False,95
12985,0,1,0.64,0.89,0.1642,False,False,True,False,42
13726,1,1,0.66,0.83,0.0896,False,False,True,False,6
12899,1,1,0.72,0.26,0.4925,False,False,True,False,416
1448,0,2,0.46,0.63,0.2985,False,False,False,True,205
3360,1,3,0.62,0.6218409090909092,0.2239,False,True,False,False,141
13588,1,1,0.72,0.37,0.2985,False,False,True,False,342
16657,0,1,0.4294206549118388,0.81,0.0,True,False,False,False,198
10850,1,1,0.36,0.71,0.4627,False,True,False,False,110
47,1,1,0.22,0.44,0.3582,False,False,False,True,5
8028,1,3,0.46,0.88,0.2239,True,False,False,False,7
466,1,1,0.22,0.41,0.4627,False,False,False,True,59
509,0,1,0.06,0.62,0.1642,False,False,False,True,19
4305,0,2,0.64,0.89,0.194,False,False,True,False,25
1343,1,1,0.2,0.59,0.22123350253807106,False,False,False,True,46
11936,1,1,0.62,0.41,0.194,False,True,False,False,327
8443,1,1,0.4,0.58,0.4478,False,False,False,True,174
176,0,1,0.2,0.32,0.4478,False,False,False,True,74
13096,0,1,0.84,0.6385647058823529,0.1343,False,False,True,False,584
11997,0,1,0.56,0.6218409090909092,0.0,False,True,False,False,98
9410,1,1,0.46,0.59,0.1343,False,False,False,True,31
75,1,1,0.12,0.74,0.1343,False,False,False,True,94
7533,1,2,0.54,0.68,0.0,True,False,False,False,176
2592,1,3,0.3,1.0,0.1343,False,True,False,False,24
3755,1,1,0.76,0.55,0.0,False,True,False,False,213
17182,0,1,0.32,0.49,0.194,False,False,False,True,114
13720,1,1,0.72,0.7,0.16999230769230772,False,False,True,False,322
6689,1,2,0.52,0.88,0.0896,True,False,False,False,352
16613,1,1,0.26,0.7,0.1642,True,False,False,False,52
12379,1,1,0.54,0.68,0.4179,False,True,False,False,34
10581,1,1,0.52,0.83,0.0896,False,True,False,False,41
14002,0,1,0.8,0.46,0.2836,False,False,True,False,562
2974,0,1,0.52,0.77,0.1343,False,True,False,False,174
8202,1,1,0.3,0.6582070707070706,0.1642,True,False,False,False,102
8486,0,1,0.22,0.8,0.1045,False,False,False,True,4
3102,0,2,0.5,0.82,0.1642,False,True,False,False,5
9001,0,1,0.18,0.37,0.0896,False,False,False,True,60
8859,1,2,0.22,0.87,0.22123350253807106,False,False,False,True,52
10130,0,2,0.36,0.93,0.194,False,False,False,True,2
12485,0,1,0.7,0.51,0.1045,False,True,False,False,466
15505,0,1,0.3,0.61,0.194,True,False,False,False,28
12413,1,1,0.6,0.46,0.0896,False,True,False,False,203
3113,0,2,0.54,0.94,0.1642,False,True,False,False,294
11971,0,1,0.52,0.48,0.1045,False,True,False,False,148
16785,1,1,0.26,0.75,0.1045,True,False,False,False,10
12667,0,1,0.56,0.56,0.1343,False,True,False,False,148
1857,1,2,0.34,0.6218409090909092,0.2537,False,True,False,False,3
11333,0,3,0.38,0.82,0.3284,False,True,False,False,68
12082,1,2,0.7,0.61,0.0,False,True,False,False,257
7803,0,2,0.42,0.62,0.1642,True,False,False,False,185
8273,1,1,0.36,0.46,0.3881,True,False,False,False,243
6673,0,2,0.72,0.42,0.1720665036674817,True,False,False,False,384
16167,0,1,0.36,0.77,0.0,True,False,False,False,273
1313,0,2,0.38,0.62,0.1045,False,False,False,True,69
2066,1,3,0.26,1.0,0.1642,False,True,False,False,27
16324,0,2,0.32,0.57,0.1045,True,False,False,False,145
1272,0,2,0.22,0.6,0.0896,False,False,False,True,2
13030,1,2,0.72,0.54,0.4179,False,False,True,False,5
3413,1,1,0.66,0.65,0.20259243119266054,False,True,False,False,12
684,1,3,0.16,0.59,0.1642,False,False,False,True,78
8261,1,1,0.5,0.63,0.2985,True,False,False,False,155
15693,0,1,0.4,0.62,0.1642,True,False,False,False,132
11579,1,1,0.64,0.65,0.1642,False,True,False,False,367
3258,1,2,0.6,0.53,0.1642,False,True,False,False,330
15989,0,1,0.32,0.57,0.1045,True,False,False,False,146
5287,0,1,0.6999518072289157,0.73,0.1045,False,False,True,False,18
16430,0,1,0.24,0.75,0.1343,True,False,False,False,97
959,0,1,0.28793893129771,0.31,0.2836,False,False,False,True,120
13590,1,1,0.76,0.6385647058823529,0.0,False,False,True,False,281
10616,1,2,0.62,0.73,0.1045,False,True,False,False,318
3592,1,1,0.7,0.28,0.2836,False,True,False,False,240
5991,1,1,0.56,0.83,0.0,False,False,True,False,24
15457,1,1,0.36,0.5,0.1642,True,False,False,False,159
9994,0,1,0.28,0.41,0.2836,False,False,False,True,227
12106,1,1,0.74,0.55,0.2537,False,True,False,False,291
6600,1,1,0.62,0.5,0.0,True,False,False,False,256
15779,1,1,0.74,0.33,0.1343,True,False,False,False,532
11618,1,1,0.56,0.88,0.0,False,True,False,False,356
16559,1,2,0.3,0.75,0.3881,True,False,False,False,527
